comment_id,emotional_entropy,valence_mixing,multi_label_count,example_very_unclear,unclear_fraction,annotator_disagreement_score
eczfxm4,0.0,0.0,1,False,0.0,0.037037037037037
eczfzz7,1.0,0.0,2,False,0.0,0.074074074074074
eczfzzk,1.0,1.0,2,False,0.0,0.037037037037037
eczg08p,0.0,0.0,1,False,0.0,0.037037037037037
eczg0o2,2.3219281,0.9709506,5,False,0.0,0.1851851851851851
eczg2g7,0.0,0.0,1,False,0.0,0.037037037037037
eczg4ys,2.0,0.0,4,False,0.0,0.1481481481481481
eczg8gf,0.0,0.0,1,False,0.0,0.037037037037037
eczg9dp,1.0,0.0,2,False,0.0,0.037037037037037
eczgakj,0.0,0.0,1,False,0.0,0.037037037037037
eczgflv,0.0,0.0,1,False,0.0,0.037037037037037
eczghwg,0.0,0.0,1,False,0.0,0.037037037037037
eczgifx,2.0,0.8112781,4,False,0.0,0.1481481481481481
eczgkp9,1.0,0.0,2,False,0.0,0.037037037037037
eczgkwj,2.0,1.5,4,False,0.0,0.1481481481481481
eczgm6f,1.0,1.0,2,False,0.0,0.037037037037037
eczgmqi,2.5849625,1.5849625,6,False,0.0,0.2222222222222222
eczgmt3,1.0,0.0,2,False,0.0,0.037037037037037
eczgo88,1.5849625,0.9182958,3,False,0.0,0.1111111111111111
eczgocp,0.0,0.0,1,False,0.0,0.037037037037037
eczgoz7,1.0,0.0,2,False,0.0,0.074074074074074
eczgpmf,1.5849625,1.5849625,3,False,0.0,0.1111111111111111
eczgrcd,2.0,1.5,4,False,0.0,0.1481481481481481
eczgs03,1.0,1.0,2,False,0.0,0.074074074074074
eczgu3o,1.0,1.0,2,False,0.0,0.037037037037037
eczgv1o,0.0,0.0,1,False,0.0,0.037037037037037
eczgvrc,1.5849625,1.5849625,3,False,0.0,0.1111111111111111
eczgvx1,1.0,1.0,2,False,0.0,0.074074074074074
eczgvxw,2.0,0.0,4,False,0.0,0.1481481481481481
eczgx3b,0.0,0.0,1,False,0.0,0.0
eczgxa1,2.0,0.8112781,4,False,0.0,0.1481481481481481
eczgz0k,0.0,0.0,1,False,0.0,0.037037037037037
eczh1pf,1.0,0.0,2,False,0.0,0.074074074074074
eczh2yd,2.3219281,0.0,5,False,0.0,0.1851851851851851
eczh3g4,2.5849625,0.6500224,6,False,0.0,0.2222222222222222
eczh6mi,0.0,0.0,0,False,0.0,0.0
eczh7ro,2.3219281,1.3709506,5,False,0.0,0.1851851851851851
eczh865,2.3219281,0.9709506,5,False,0.0,0.1851851851851851
eczh8ym,0.0,0.0,0,False,0.0,0.0
eczh9nf,1.0,0.0,2,False,0.0,0.074074074074074
eczhd7q,1.0,0.0,2,False,0.0,0.074074074074074
eczhdsl,0.0,0.0,1,False,0.0,0.0
eczhfhm,1.5849625,0.9182958,3,False,0.0,0.1111111111111111
eczhjuj,1.5849625,0.0,3,False,0.0,0.1111111111111111
eczhm1p,0.0,0.0,1,False,0.0,0.037037037037037
eczhnl9,0.0,0.0,0,False,0.0,0.0
eczhruc,0.0,0.0,1,False,0.0,0.037037037037037
eczhsvj,2.0,0.8112781,4,False,0.0,0.1481481481481481
eczhvrq,1.5849625,0.9182958,3,False,0.0,0.074074074074074
eczhw6d,1.0,1.0,2,False,0.0,0.074074074074074
eczhw92,0.0,0.0,1,False,0.0,0.037037037037037
eczhxe7,1.0,1.0,2,False,0.0,0.074074074074074
eczhy8h,2.5849625,1.5849625,6,False,0.0,0.2222222222222222
eczhz57,0.0,0.0,0,False,0.0,0.0
eczi3zs,1.5849625,0.9182958,3,False,0.0,0.074074074074074
eczi4kj,2.0,0.8112781,4,False,0.0,0.1481481481481481
eczi9ku,2.0,1.0,4,False,0.0,0.1481481481481481
eczi9m5,1.0,0.0,2,False,0.0,0.037037037037037
eczi9zh,1.5849625,0.9182958,3,False,0.0,0.1111111111111111
eczic0y,0.0,0.0,1,False,0.0,0.037037037037037
eczidag,0.0,0.0,1,False,0.0,0.037037037037037
eczidfz,1.0,1.0,2,False,0.0,0.074074074074074
eczif4h,0.0,0.0,1,False,0.0,0.037037037037037
eczifan,1.0,1.0,2,False,0.0,0.037037037037037
eczincj,0.0,0.0,0,False,0.0,0.0
eczis4p,0.0,0.0,1,False,0.0,0.0
ecziu49,1.0,0.0,2,False,0.0,0.074074074074074
ecziu7i,2.0,1.5,4,False,0.0,0.1481481481481481
ecziw2n,0.0,0.0,1,False,0.0,0.037037037037037
ecziwm2,1.0,0.0,2,False,0.0,0.074074074074074
ecziwwe,1.5849625,0.9182958,3,False,0.0,0.1111111111111111
ecziwxz,2.3219281,0.7219281,5,False,0.0,0.1851851851851851
ecziz4m,1.0,0.0,2,False,0.0,0.074074074074074
eczj0e1,0.0,0.0,1,False,0.0,0.037037037037037
eczj0in,2.0,0.0,4,False,0.0,0.1481481481481481
eczj0wm,1.5849625,0.0,3,False,0.0,0.1111111111111111
eczj0xr,2.3219281,0.7219281,5,False,0.0,0.1851851851851851
eczj3ra,2.0,0.8112781,4,False,0.0,0.1481481481481481
eczj48j,1.0,0.0,2,False,0.0,0.074074074074074
eczj59w,0.0,0.0,1,False,0.0,0.0
eczj6af,0.0,0.0,0,False,0.0,0.0
eczj7hv,1.0,1.0,2,False,0.0,0.074074074074074
eczj7xk,1.0,1.0,2,False,0.0,0.074074074074074
eczjalj,1.5849625,0.0,3,False,0.0,0.074074074074074
eczjbdy,0.0,0.0,1,False,0.0,0.037037037037037
eczjc72,1.0,0.0,2,False,0.0,0.074074074074074
eczjco9,0.0,0.0,1,False,0.0,0.0
eczje98,1.5849625,0.0,3,False,0.0,0.074074074074074
eczjfeu,0.0,0.0,1,False,0.0,0.0
eczjfy0,1.0,0.0,2,False,0.0,0.074074074074074
eczji6u,0.0,0.0,1,False,0.0,0.037037037037037
eczjkgr,1.0,0.0,2,False,0.0,0.074074074074074
eczjkig,1.5849625,0.9182958,3,False,0.0,0.1111111111111111
eczjleg,0.0,0.0,1,False,0.0,0.037037037037037
eczjljm,1.0,0.0,2,False,0.0,0.074074074074074
eczjm3r,1.0,0.0,2,False,0.0,0.074074074074074
eczjqcs,0.0,0.0,1,False,0.0,0.037037037037037
eczjsko,2.0,1.0,4,False,0.0,0.1481481481481481
eczjszs,2.0,1.0,4,False,0.0,0.1481481481481481
eczjwx9,1.5849625,0.0,3,False,0.0,0.1111111111111111
eczjwzw,0.0,0.0,1,False,0.0,0.0
eczjz86,0.0,0.0,1,False,0.0,0.0
eczk51t,0.0,0.0,1,False,0.0,0.0
eczk6qs,1.5849625,0.0,3,False,0.0,0.074074074074074
eczk795,0.0,0.0,1,False,0.0,0.037037037037037
eczkbpd,1.5849625,0.0,3,False,0.0,0.1111111111111111
eczkeuw,2.0,0.8112781,4,False,0.0,0.1481481481481481
eczkf6o,0.0,0.0,1,False,0.0,0.0
eczkg1x,2.3219281,0.0,5,False,0.0,0.1851851851851851
eczkjma,1.0,1.0,2,False,0.0,0.037037037037037
eczkjtx,0.0,0.0,1,False,0.0,0.0
eczkjwy,0.0,0.0,1,False,0.0,0.037037037037037
eczkpo7,1.0,0.0,2,False,0.0,0.074074074074074
eczkq1i,2.0,0.0,4,False,0.0,0.1481481481481481
eczkrbe,2.3219281,0.7219281,5,False,0.0,0.1851851851851851
eczkrm7,1.0,1.0,2,False,0.0,0.074074074074074
eczkrv6,1.5849625,0.9182958,3,False,0.0,0.1111111111111111
eczkted,0.0,0.0,0,False,0.0,0.0
eczku6u,1.5849625,0.9182958,3,False,0.0,0.074074074074074
eczkvpy,1.5849625,0.9182958,3,False,0.0,0.1111111111111111
eczkvwy,1.5849625,0.0,3,False,0.0,0.1111111111111111
eczkx19,2.0,0.0,4,False,0.0,0.1111111111111111
eczkx6m,0.0,0.0,1,False,0.0,0.0
eczkygh,1.0,1.0,2,False,0.0,0.037037037037037
eczl2pq,0.0,0.0,1,False,0.0,0.037037037037037
eczl36z,2.0,1.0,4,False,0.0,0.1481481481481481
eczl3ai,0.0,0.0,1,False,0.0,0.0
eczl4db,2.0,1.0,4,False,0.0,0.1481481481481481
eczl7i9,2.5849625,1.4591479,6,False,0.0,0.2222222222222222
eczlatx,0.0,0.0,1,False,0.0,0.037037037037037
eczlb8r,1.0,1.0,2,False,0.0,0.074074074074074
eczlc6s,1.5849625,0.9182958,3,False,0.0,0.1111111111111111
eczldwo,0.0,0.0,1,False,0.0,0.0
eczlfft,0.0,0.0,1,False,0.0,0.037037037037037
eczlg58,1.0,0.0,2,False,0.0,0.074074074074074
eczlhjo,2.3219281,0.9709506,5,False,0.0,0.1851851851851851
eczli1f,1.0,1.0,2,False,0.0,0.074074074074074
eczlibq,2.0,0.8112781,4,False,0.0,0.1481481481481481
eczlj0o,1.0,0.0,2,False,0.0,0.037037037037037
eczlkfb,1.0,1.0,2,False,0.0,0.074074074074074
eczll29,2.0,0.0,4,False,0.0,0.1481481481481481
eczll42,0.0,0.0,1,False,0.0,0.037037037037037
eczlnf9,1.5849625,0.9182958,3,False,0.0,0.1111111111111111
eczlobj,0.0,0.0,1,False,0.0,0.037037037037037
eczlqn3,2.0,0.8112781,4,False,0.0,0.1481481481481481
eczltw0,0.0,0.0,1,False,0.0,0.037037037037037
eczlw97,2.0,0.8112781,4,False,0.0,0.1481481481481481
eczlz64,0.0,0.0,0,False,0.0,0.0
eczm1a6,1.5849625,0.9182958,3,False,0.0,0.1111111111111111
eczm35a,1.5849625,0.0,3,False,0.0,0.074074074074074
eczm4tg,2.5849625,0.0,6,False,0.0,0.2222222222222222
eczm50f,1.0,0.0,2,False,0.0,0.074074074074074
eczm86v,1.0,1.0,2,False,0.0,0.074074074074074
eczmavf,1.0,0.0,2,False,0.0,0.074074074074074
eczmb8c,2.3219281,0.9709506,5,False,0.0,0.1851851851851851
eczmdj4,2.0,0.8112781,4,False,0.0,0.1481481481481481
eczmf05,1.5849625,0.9182958,3,False,0.0,0.1111111111111111
eczmgt2,2.0,0.0,4,False,0.0,0.1481481481481481
eczmiu4,0.0,0.0,1,False,0.0,0.037037037037037
eczmlkj,1.0,1.0,2,False,0.0,0.074074074074074
eczmog0,1.5849625,0.9182958,3,False,0.0,0.1111111111111111
eczmpez,0.0,0.0,1,False,0.0,0.0
eczmpsx,1.0,0.0,2,False,0.0,0.037037037037037
eczmsxa,0.0,0.0,1,False,0.0,0.037037037037037
eczmsz3,1.5849625,0.0,3,False,0.0,0.074074074074074
eczmtlc,2.0,0.0,4,False,0.0,0.1111111111111111
eczmwe8,2.0,0.0,4,False,0.0,0.1481481481481481
eczmydo,2.0,0.0,4,False,0.0,0.1481481481481481
eczmz2i,2.0,0.8112781,4,False,0.0,0.1481481481481481
eczmzx2,1.0,1.0,2,False,0.0,0.074074074074074
eczmzzn,0.0,0.0,1,False,0.0,0.0
eczn093,1.5849625,0.0,3,False,0.0,0.074074074074074
eczn31x,1.5849625,0.0,3,False,0.0,0.1111111111111111
eczn3lg,1.0,1.0,2,False,0.0,0.074074074074074
eczn4ec,0.0,0.0,1,False,0.0,0.0
eczna0k,0.0,0.0,0,False,0.0,0.0
ecznb2a,1.0,0.0,2,False,0.0,0.074074074074074
eczncbs,0.0,0.0,1,False,0.0,0.037037037037037
eczndhi,2.0,0.0,4,False,0.0,0.1481481481481481
eczne6j,1.5849625,0.9182958,3,False,0.0,0.1111111111111111
eczne96,0.0,0.0,1,False,0.0,0.037037037037037
ecznehk,2.3219281,0.7219281,5,False,0.0,0.1851851851851851
eczngf1,1.0,0.0,2,False,0.0,0.074074074074074
eczngn2,1.0,0.0,2,False,0.0,0.074074074074074
ecznhuy,1.5849625,0.9182958,3,False,0.0,0.1111111111111111
eczni83,1.5849625,0.9182958,3,False,0.0,0.1111111111111111
ecznju7,0.0,0.0,1,False,0.0,0.0
ecznjvz,1.0,1.0,2,False,0.0,0.037037037037037
ecznkkq,0.0,0.0,1,False,0.0,0.0
ecznnld,1.5849625,0.9182958,3,False,0.0,0.1111111111111111
ecznohs,0.0,0.0,1,False,0.0,0.0
ecznom8,1.5849625,1.5849625,3,False,0.0,0.1111111111111111
ecznotn,0.0,0.0,0,False,0.0,0.0
ecznpdw,2.0,0.8112781,4,False,0.0,0.1481481481481481
ecznq02,1.0,1.0,2,False,0.0,0.074074074074074
ecznsuj,0.0,0.0,1,False,0.0,0.037037037037037
ecznwuv,0.0,0.0,1,False,0.0,0.037037037037037
eczny3p,1.0,0.0,2,False,0.0,0.074074074074074
eczo13g,1.0,1.0,2,False,0.0,0.074074074074074
eczo29j,2.0,1.0,4,False,0.0,0.1481481481481481
eczo42b,0.0,0.0,1,False,0.0,0.037037037037037
eczo8u6,0.0,0.0,1,False,0.0,0.037037037037037
eczoby5,0.0,0.0,1,False,0.0,0.037037037037037
eczocm3,1.5849625,0.0,3,False,0.0,0.074074074074074
eczocof,1.0,1.0,2,False,0.0,0.074074074074074
eczoecw,1.5849625,0.9182958,3,False,0.0,0.1111111111111111
eczoevf,1.5849625,0.0,3,False,0.0,0.1111111111111111
eczoh1h,0.0,0.0,1,False,0.0,0.0
eczoo37,1.0,1.0,2,False,0.0,0.074074074074074
eczopr8,0.0,0.0,0,False,0.0,0.0
eczopuk,2.8073549,1.4488156,7,False,0.0,0.2592592592592592
eczoqfx,0.0,0.0,1,False,0.0,0.0
eczorzh,1.5849625,0.9182958,3,False,0.0,0.1111111111111111
eczot1n,1.0,0.0,2,False,0.0,0.037037037037037
eczowjx,2.0,1.0,4,False,0.0,0.1481481481481481
eczoy48,2.0,0.8112781,4,False,0.0,0.1111111111111111
eczp256,0.0,0.0,1,False,0.0,0.037037037037037
eczp28s,0.0,0.0,1,False,0.0,0.0
eczp2oc,1.5849625,0.9182958,3,False,0.0,0.1111111111111111
eczp2sz,0.0,0.0,1,False,0.0,0.0
eczp7d3,2.0,0.0,4,False,0.0,0.1481481481481481
eczpa27,0.0,0.0,1,False,0.0,0.037037037037037
eczpeok,0.0,0.0,1,False,0.0,0.0
eczpfqw,0.0,0.0,1,False,0.0,0.037037037037037
eczpg76,0.0,0.0,1,False,0.0,0.037037037037037
eczpk9e,0.0,0.0,1,False,0.0,0.0
eczpqft,1.0,1.0,2,False,0.0,0.074074074074074
eczpr3k,1.0,1.0,2,False,0.0,0.074074074074074
eczprz3,1.5849625,0.9182958,3,False,0.0,0.1111111111111111
eczpt9l,0.0,0.0,0,False,0.0,0.0
eczptkv,0.0,0.0,1,False,0.0,0.0
eczpwbu,1.0,0.0,2,False,0.0,0.037037037037037
eczpwqw,1.5849625,0.0,3,False,0.0,0.1111111111111111
eczpx5n,0.0,0.0,1,False,0.0,0.0
eczq1hv,2.3219281,0.9709506,5,False,0.0,0.1851851851851851
eczq52g,0.0,0.0,1,False,0.0,0.0
eczq5fp,0.0,0.0,1,False,0.0,0.037037037037037
eczq8zg,1.5849625,0.0,3,False,0.0,0.1111111111111111
eczqewq,1.5849625,0.9182958,3,False,0.0,0.1111111111111111
eczqgmp,1.5849625,0.0,3,False,0.0,0.1111111111111111
eczqguq,1.0,0.0,2,False,0.0,0.074074074074074
eczqh7j,1.0,0.0,2,False,0.0,0.037037037037037
eczqke5,2.0,1.5,4,False,0.0,0.1481481481481481
eczqmch,1.5849625,0.0,3,False,0.0,0.1111111111111111
eczqn1r,0.0,0.0,1,False,0.0,0.037037037037037
eczqn7t,0.0,0.0,1,False,0.0,0.0
eczqqm9,1.0,0.0,2,False,0.0,0.037037037037037
eczqtaw,0.0,0.0,1,False,0.0,0.037037037037037
eczqurv,1.5849625,0.0,3,False,0.0,0.1111111111111111
eczquze,0.0,0.0,1,False,0.0,0.037037037037037
eczqw5w,1.0,1.0,2,False,0.0,0.074074074074074
eczqy39,1.5849625,0.0,3,False,0.0,0.1111111111111111
eczqy8m,0.0,0.0,1,False,0.0,0.0
eczr3pv,0.0,0.0,1,False,0.0,0.0
eczret0,0.0,0.0,1,False,0.0,0.037037037037037
eczrf4p,1.0,0.0,2,False,0.0,0.074074074074074
eczrfbq,2.0,0.8112781,4,False,0.0,0.1481481481481481
eczrfx4,0.0,0.0,1,False,0.0,0.037037037037037
eczrjo0,0.0,0.0,1,False,0.0,0.037037037037037
eczrkuj,2.0,0.8112781,4,False,0.0,0.1481481481481481
eczrm71,2.0,0.8112781,4,False,0.0,0.1481481481481481
eczrn7t,1.5849625,0.0,3,False,0.0,0.1111111111111111
eczrnjl,1.0,1.0,2,False,0.0,0.074074074074074
eczrple,0.0,0.0,1,False,0.0,0.037037037037037
eczrr0o,0.0,0.0,1,False,0.0,0.0
eczrrn3,0.0,0.0,1,False,0.0,0.0
eczrrvt,2.0,1.0,4,False,0.0,0.1481481481481481
eczruja,0.0,0.0,1,False,0.0,0.0
eczrw44,2.0,1.0,4,False,0.0,0.1481481481481481
eczrwlk,2.0,0.0,4,False,0.0,0.1111111111111111
eczryjj,1.5849625,0.9182958,3,False,0.0,0.074074074074074
eczryyw,1.0,1.0,2,False,0.0,0.037037037037037
eczrzch,0.0,0.0,1,False,0.0,0.037037037037037
eczs131,1.0,0.0,2,False,0.0,0.074074074074074
eczs4ty,2.3219281,0.9709506,5,False,0.0,0.1851851851851851
eczs5qj,0.0,0.0,1,False,0.0,0.037037037037037
eczs7zu,1.0,0.0,2,False,0.0,0.074074074074074
eczs8ld,1.5849625,0.9182958,3,False,0.0,0.1111111111111111
eczs8t5,0.0,0.0,1,False,0.0,0.037037037037037
eczsaya,2.3219281,0.7219281,5,False,0.0,0.1851851851851851
eczsb4v,2.0,0.8112781,4,False,0.0,0.1481481481481481
eczsbhe,1.0,0.0,2,False,0.0,0.037037037037037
eczsc5k,1.5849625,0.9182958,3,False,0.0,0.1111111111111111
eczscmq,1.0,0.0,2,False,0.0,0.074074074074074
eczscqr,0.0,0.0,1,False,0.0,0.037037037037037
eczsex7,2.0,0.8112781,4,False,0.0,0.1481481481481481
eczsg35,1.0,1.0,2,False,0.0,0.074074074074074
eczsgpq,1.5849625,0.9182958,3,False,0.0,0.1111111111111111
eczsj5o,0.0,0.0,0,False,0.0,0.0
eczskxk,2.0,1.5,4,False,0.0,0.1481481481481481
eczsm3r,0.0,0.0,1,False,0.0,0.037037037037037
eczsm77,1.5849625,0.0,3,False,0.0,0.037037037037037
eczsn48,2.0,1.5,4,False,0.0,0.1481481481481481
eczsn7h,2.0,1.5,4,False,0.0,0.1481481481481481
eczsnv3,2.0,0.8112781,4,False,0.0,0.1481481481481481
eczsu1o,0.0,0.0,1,False,0.0,0.037037037037037
eczsxxo,3.0,1.2987949,8,False,0.0,0.2962962962962963
eczsxxy,0.0,0.0,1,False,0.0,0.0
eczsys7,1.0,0.0,2,False,0.0,0.074074074074074
eczszmw,1.5849625,0.0,3,False,0.0,0.074074074074074
eczszn6,1.0,0.0,2,False,0.0,0.074074074074074
eczt097,2.0,1.5,4,False,0.0,0.1481481481481481
eczt1qw,1.5849625,0.9182958,3,False,0.0,0.1111111111111111
eczt3y5,2.0,0.8112781,4,False,0.0,0.1481481481481481
eczt3ye,0.0,0.0,1,False,0.0,0.037037037037037
eczt6nu,1.5849625,0.9182958,3,False,0.0,0.1111111111111111
eczt8co,2.5849625,0.0,6,False,0.0,0.2222222222222222
eczt8lm,2.0,0.8112781,4,False,0.0,0.1481481481481481
eczt9t1,2.0,0.8112781,4,False,0.0,0.1481481481481481
eczta2u,1.0,0.0,2,False,0.0,0.074074074074074
eczta6r,1.5849625,0.9182958,3,False,0.0,0.1111111111111111
ecztba2,1.0,0.0,2,False,0.0,0.074074074074074
ecztcu6,1.0,0.0,2,False,0.0,0.074074074074074
ecztczf,1.0,0.0,2,False,0.0,0.074074074074074
ecztf18,1.5849625,0.9182958,3,False,0.0,0.074074074074074
eczth69,2.0,0.8112781,4,False,0.0,0.1481481481481481
ecztlfh,0.0,0.0,1,False,0.0,0.037037037037037
ecztmlp,0.0,0.0,1,False,0.0,0.037037037037037
ecztnho,1.0,0.0,2,False,0.0,0.074074074074074
ecztsvi,2.0,0.8112781,4,False,0.0,0.1481481481481481
eczttpz,1.0,1.0,2,False,0.0,0.074074074074074
ecztu1z,1.0,0.0,2,False,0.0,0.074074074074074
ecztu5v,0.0,0.0,1,False,0.0,0.037037037037037
ecztue6,1.0,0.0,2,False,0.0,0.074074074074074
ecztuhs,0.0,0.0,0,False,0.0,0.0
eczturw,0.0,0.0,0,False,0.0,0.0
ecztv54,0.0,0.0,1,False,0.0,0.0
ecztw5u,2.0,1.0,4,False,0.0,0.1481481481481481
