comment_id,emotional_entropy,valence_mixing
ed7oedr,1.0,0.0
ef9puji,1.0,1.0
eevt2yy,0.0,0.0
edjloje,0.0,0.0
edb267t,1.5849625,0.0
ef93ffh,1.5849625,0.9182958
eex6fko,0.0,0.0
ed22sur,0.0,0.0
ee3ipn9,2.0,1.0
ee6mb6z,1.5849625,1.5849625
ef54dn8,2.5849625,1.0
eehp16n,1.5849625,0.9182958
edo5n5f,2.3219281,1.3709506
eejfjoa,2.0,0.0
eeqi8r7,2.0,1.0
eczowjx,2.0,1.0
edoa8hc,1.0,0.0
ed74czc,2.0,1.5
eelle2t,1.0,1.0
ee3ckgv,1.0,0.0
efdj121,0.0,0.0
efb2qpp,1.5849625,0.9182958
ed7j682,2.0,0.0
edenhhr,0.0,0.0
ef8s6ku,1.5849625,0.0
ed2y7ow,0.0,0.0
ee16q3k,1.0,0.0
edm88de,0.0,0.0
eepawzc,2.5849625,0.9182958
eeljtyr,1.5849625,1.5849625
ed1dg8n,0.0,0.0
edk0k2j,1.0,0.0
edh9bsl,0.0,0.0
edr3jdl,0.0,0.0
ed7ukvg,1.0,0.0
ef2t7v5,2.3219281,0.9709506
eek6uzl,1.5849625,0.9182958
ef9fyys,2.0,1.0
edfpmva,0.0,0.0
ed1gxcf,1.5849625,0.9182958
edv6zg7,1.0,1.0
eczjfy0,1.0,0.0
eec3kfa,2.3219281,0.0
eeojcvk,1.0,0.0
ed93o2e,1.5849625,0.9182958
ef4abkg,1.5849625,0.9182958
ef3uwi8,0.0,0.0
eekd227,1.0,1.0
ee6f3ip,0.0,0.0
ed5c74n,0.0,0.0
efa14tb,2.0,0.8112781
edfr03d,2.0,0.8112781
ef43tu2,1.0,1.0
edf9ckc,0.0,0.0
eeaa4kh,2.0,0.8112781
eer34h9,1.5849625,0.9182958
eeyl9cr,0.0,0.0
ed3gjwv,2.3219281,0.9709506
edkb7em,1.5849625,0.9182958
edmbu45,0.0,0.0
eeceseo,0.0,0.0
eebqpmj,1.0,0.0
eeffwuy,0.0,0.0
eenji2u,1.5849625,0.9182958
edned0s,2.8073549,1.5566567
ee22ejo,1.0,1.0
ed8i1ws,0.0,0.0
eezjjxq,1.5849625,0.9182958
ed5fkjx,1.0,0.0
effxy6e,2.0,1.0
eet8raz,1.5849625,0.9182958
ee0rszt,0.0,0.0
ed73m7e,1.0,1.0
efh5ctb,1.5849625,0.0
eeebytb,2.3219281,0.9709506
eeuenby,1.0,0.0
eeycgit,2.0,1.0
edi1f92,1.0,1.0
eepltiz,0.0,0.0
eepbfcd,1.0,0.0
edbdtxe,0.0,0.0
edol72z,1.5849625,0.0
ed386ft,0.0,0.0
ee8jd5h,0.0,0.0
edm1wb0,0.0,0.0
ee55r8y,0.0,0.0
edx1l7z,2.3219281,1.3709506
eejmyk3,2.0,0.0
edb8opj,1.0,1.0
efbs9wp,2.5849625,1.4591479
edcxqvm,0.0,0.0
ed6vs5p,0.0,0.0
edf48c4,1.0,0.0
ee5a1h5,2.0,0.8112781
edz6of7,1.5849625,0.9182958
efewou8,2.3219281,0.7219281
eczta2u,1.0,0.0
ef9c6cj,0.0,0.0
efcx17l,1.0,0.0
eeydz3t,2.0,0.8112781
eesf28l,0.0,0.0
eec69r6,1.0,0.0
efh96im,1.0,1.0
ed8llym,1.0,1.0
ee5qu16,2.0,1.0
eeliqq8,1.5849625,0.0
ee6yjv1,1.5849625,0.0
ef8t8wr,1.5849625,0.9182958
ef1dtv6,2.3219281,0.7219281
ee9rlt1,2.0,1.5
edv976f,1.0,0.0
eecb1uv,0.0,0.0
ed0rtl7,1.5849625,0.9182958
eea1w8n,2.5849625,0.0
edht70z,0.0,0.0
eef3ux3,2.3219281,0.0
eeeybmj,2.0,0.0
edxcgm3,2.5849625,1.0
edynsyn,2.5849625,0.0
ee5ds4v,1.5849625,0.0
eelzrkz,1.5849625,0.9182958
edhwfdv,0.0,0.0
edj2cb2,1.0,0.0
eczszn6,1.0,0.0
ef3yb26,0.0,0.0
eersdlb,2.0,1.5
ed1gcdu,1.0,0.0
edj4jw9,0.0,0.0
efgk1mp,0.0,0.0
eehqoet,1.5849625,0.9182958
eebtsbi,1.0,0.0
edb6avi,0.0,0.0
ef75ws9,2.5849625,1.4591479
eekqlwr,1.5849625,0.9182958
eeuv3cd,0.0,0.0
eeo9f6b,0.0,0.0
eeagckg,2.5849625,1.2516292
ed3313o,0.0,0.0
eeva9rn,0.0,0.0
edwk47h,1.5849625,0.9182958
edpnqu4,2.3219281,0.7219281
ed8r9yv,1.5849625,0.9182958
ee4aflu,1.5849625,0.0
eebwquw,1.5849625,0.9182958
eea5xiz,1.5849625,0.0
eejnget,1.5849625,1.5849625
eesorwj,2.3219281,1.3709506
edmjgg5,2.0,0.8112781
eeaxc4w,1.0,1.0
edbykpq,0.0,0.0
efbypfh,0.0,0.0
ed45492,2.8073549,1.5566567
ef2o1l8,1.5849625,0.9182958
eeqpwv9,0.0,0.0
edifx4r,2.0,1.0
eera05j,1.5849625,0.9182958
eenrppf,1.0,1.0
eepegej,2.3219281,0.9709506
ediu2ym,1.5849625,0.9182958
edf27jk,0.0,0.0
ed9lig7,1.5849625,0.9182958
edih1gx,1.0,0.0
eczcp10,1.0,0.0
ee3mwsw,1.5849625,0.9182958
eer8fgx,1.5849625,1.5849625
edt6qui,2.3219281,0.9709506
eewi8c7,1.5849625,0.9182958
eegtfd2,2.0,1.5
eejhrgj,1.5849625,0.0
ee0pmca,1.5849625,0.9182958
edf6vv8,2.5849625,0.9182958
edxlpfv,1.0,1.0
eeq5ua3,0.0,0.0
ee3mhgt,1.5849625,0.0
eezcze2,1.5849625,0.0
eellsi5,2.0,1.0
ee1fs1t,1.0,0.0
ef4l2lt,0.0,0.0
eei8tja,2.0,1.0
eczlj0o,1.0,0.0
ee8zjas,1.5849625,0.0
ee214c3,0.0,0.0
efbntjz,1.5849625,0.9182958
ed2beg2,0.0,0.0
ed196k4,0.0,0.0
ef2ff1q,2.0,0.8112781
ed6h9fn,2.0,0.0
edv9n6r,1.5849625,1.5849625
efg78kw,0.0,0.0
eeold3z,1.5849625,1.5849625
eerk74f,2.0,0.8112781
eeel1cj,0.0,0.0
edcunta,1.5849625,0.0
ef2n7yk,1.5849625,0.9182958
eda6nep,1.5849625,0.9182958
eew95u1,1.0,0.0
ed9czph,1.0,0.0
eexk5l0,2.0,1.5
ee2v09b,2.0,1.5
eeddf0d,0.0,0.0
ed5sdlc,2.0,1.5
eerrvod,2.3219281,1.5219281
eeosnxn,0.0,0.0
ed0rtw0,2.0,0.0
edhy1n1,1.0,0.0
eet0p4e,1.5849625,0.9182958
ee1solu,2.0,1.0
efc3xel,0.0,0.0
ee9jvqf,0.0,0.0
efbrj0x,2.0,0.0
ee5d6je,1.5849625,0.0
ee4elj0,2.0,0.8112781
eer6upl,0.0,0.0
ed75h49,1.5849625,0.0
eejkbxh,0.0,0.0
ef4o0fy,1.5849625,0.9182958
ef2hthv,2.0,0.0
edhve9n,1.0,1.0
edt5o1t,0.0,0.0
eez9hk8,1.5849625,0.0
eeh4lhf,2.5849625,1.4591479
ed8z0ic,0.0,0.0
eczxgji,2.5849625,0.9182958
ed0nyv1,0.0,0.0
ed7wdhg,1.0,0.0
ee7mauv,0.0,0.0
edeg0y6,1.0,1.0
eczb4bm,0.0,0.0
eczf1nt,1.5849625,0.0
edgjhs1,1.0,0.0
eek4jy1,2.0,1.0
eeqv094,0.0,0.0
efglpa4,1.5849625,0.9182958
eddalgw,0.0,0.0
ed6rxsh,1.0,0.0
ed0iads,1.0,0.0
ee7fp9o,1.5849625,0.0
ef1lxfn,2.0,0.8112781
ed4c07a,1.0,0.0
eexwqqi,1.5849625,1.5849625
efe636j,2.0,0.8112781
ee0yntn,2.0,0.0
eduz4xn,2.0,0.0
edhltwi,1.5849625,0.9182958
eeglovz,0.0,0.0
edtu4b5,1.0,0.0
edwc1rf,1.5849625,0.0
eczsxxo,3.0,1.2987949
eeq4ybi,2.3219281,0.9709506
edurhni,0.0,0.0
edzcqdy,0.0,0.0
edt2mxr,1.0,1.0
ed8nl4u,0.0,0.0
edlbpr8,0.0,0.0
edyu1i9,0.0,0.0
eeziah8,2.0,1.5
edg8gxq,1.0,0.0
efgyhd6,1.0,1.0
eem9xm1,1.5849625,0.9182958
edvips3,2.5849625,0.9182958
ed5wo2w,0.0,0.0
ed6c8bw,1.0,1.0
eei7x6y,2.0,0.0
ee8xq6e,0.0,0.0
ed3a0gd,2.0,1.5
ef4tutr,1.5849625,0.9182958
ee5udum,1.0,1.0
ecze76e,0.0,0.0
ee59c3i,1.5849625,0.0
ee4vk5w,0.0,0.0
eenubif,1.0,1.0
ef38dvr,2.0,0.0
ee9mvji,2.0,0.0
eel7x3r,0.0,0.0
eeck6kr,1.5849625,0.0
edzaz6n,0.0,0.0
ed03oz9,0.0,0.0
eelwh6u,2.3219281,0.9709506
ef3qaa6,0.0,0.0
eetea8m,0.0,0.0
ee9x46k,1.5849625,1.5849625
ef1gptk,1.0,1.0
edbf4zs,2.0,1.5
ef7uihl,0.0,0.0
eeot4ly,1.5849625,0.0
eergvnb,2.5849625,0.9182958
edkqhj1,1.5849625,0.0
eeo249z,1.5849625,0.9182958
eeaa7rk,2.0,0.8112781
ed07lxm,2.3219281,1.3709506
edhv47l,2.8073549,0.5916728
eendi8n,1.0,1.0
eeceo2c,0.0,0.0
ee2b3be,0.0,0.0
ef51qyj,2.3219281,0.7219281
ed8g95h,1.5849625,0.9182958
edms5cl,0.0,0.0
edlzzfe,0.0,0.0
edxtf6x,0.0,0.0
edeoj3d,1.5849625,0.9182958
ed0mvkw,0.0,0.0
eed93b7,1.0,0.0
ed4cqc1,1.0,0.0
efdj8zb,0.0,0.0
ee6tf52,2.3219281,0.7219281
ed6vvu7,1.5849625,0.9182958
edqgdmh,0.0,0.0
ed8gsfp,1.0,0.0
edxaxrl,2.0,1.5
ee4m1f6,0.0,0.0
ee7tn66,1.0,0.0
ee33plg,1.0,0.0
ee0qnz8,0.0,0.0
efh40zw,1.5849625,0.9182958
eedpacw,2.0,1.5
efe7fba,1.0,0.0
eddftq9,2.3219281,1.5219281
ees911b,2.0,0.0
edmexqg,0.0,0.0
ee4azf9,1.0,0.0
ef4rk55,2.5849625,1.2516292
edcs679,0.0,0.0
eczzrwi,1.0,0.0
ee91zfs,1.5849625,0.0
edaywdd,2.3219281,0.7219281
edkg7kn,0.0,0.0
eeqc1fu,1.0,0.0
efd9ugz,1.5849625,0.9182958
edwwszh,0.0,0.0
edfuiql,0.0,0.0
efefr7x,1.0,0.0
ef730h7,1.0,1.0
eeu99dv,2.8073549,1.4488156
ef3j8ia,1.0,0.0
ee24adv,1.0,0.0
eegwepn,2.3219281,0.9709506
eeuwy5n,1.0,1.0
ed84g7s,2.3219281,0.9709506
edzg6oo,0.0,0.0
efdea7z,2.0,1.5
eeattdm,2.3219281,0.7219281
edjxc3w,1.5849625,0.9182958
ef1899w,1.5849625,0.9182958
ed6cqtx,0.0,0.0
ee04857,0.0,0.0
eeuc442,0.0,0.0
edsiv1p,1.0,1.0
eett1oi,1.0,0.0
eep4iea,0.0,0.0
ee6wqja,1.5849625,1.5849625
eejj4dy,1.5849625,0.0
eesivh4,0.0,0.0
ee8qrng,0.0,0.0
edhqxmi,1.0,1.0
edcc66r,1.0,0.0
eecox2y,1.0,1.0
ed06qes,0.0,0.0
ee2jdvt,1.5849625,1.5849625
ee71ta7,2.0,1.5
ee5j0p2,0.0,0.0
eeeb9b2,0.0,0.0
ee57vfv,1.0,1.0
eet8ikg,2.5849625,0.6500224
ee2f9n1,2.3219281,1.3709506
eefbqhc,2.3219281,0.9709506
eddje9v,1.5849625,0.9182958
edk0ssq,1.0,1.0
eezsr2a,1.5849625,0.0
ed1m8zx,1.0,1.0
ef49jle,1.5849625,0.9182958
efd6kvm,1.0,0.0
ef5nthr,2.5849625,0.6500224
ed6yi34,2.3219281,0.7219281
ediec9l,0.0,0.0
edmqavj,0.0,0.0
ef6hgjx,0.0,0.0
edihxno,0.0,0.0
eeoi9xd,1.0,0.0
ef479ft,2.5849625,0.9182958
ee0e1o9,0.0,0.0
ee986fi,1.0,0.0
ed2eddu,1.0,0.0
efbi796,2.0,1.0
efch0gc,1.5849625,0.9182958
eer3euv,1.0,0.0
eecoemf,0.0,0.0
ednz0he,1.5849625,0.9182958
eeegpwc,1.5849625,1.5849625
eesdilk,2.0,0.8112781
edx0crh,2.0,0.0
ee81x6o,1.0,0.0
ee3ww0y,2.0,1.5
ee1oxl5,2.0,0.0
ef6a9xj,1.0,1.0
eelsd77,0.0,0.0
edax3au,1.5849625,0.9182958
eey42p5,1.5849625,0.9182958
ed84vje,0.0,0.0
ed8ra07,2.3219281,0.0
edtbxn7,1.5849625,0.9182958
edx4pft,0.0,0.0
edhqt1j,2.0,1.0
eeqgth6,1.0,0.0
efagv9k,2.8073549,1.5566567
ee4ypig,1.0,1.0
edy00z8,0.0,0.0
ee7qu3j,0.0,0.0
edcvq7k,1.5849625,0.9182958
eczxy40,0.0,0.0
eenppv8,1.0,1.0
edezzy4,0.0,0.0
edu0ob0,1.0,0.0
ee6fvk3,2.3219281,0.9709506
edha3ny,1.5849625,0.0
edpzsek,1.0,1.0
edyc9jk,1.0,0.0
eerkmzi,0.0,0.0
effvz87,0.0,0.0
edzstm7,1.5849625,0.0
ees2gej,0.0,0.0
eezim5y,0.0,0.0
eezbune,0.0,0.0
eeijt1c,1.0,0.0
ef6gsc6,1.0,0.0
eecqvpr,0.0,0.0
efcml3z,1.5849625,0.9182958
ed7x62x,0.0,0.0
ef5k98z,2.3219281,0.0
eertxfj,0.0,0.0
eeblutm,1.0,1.0
eehv1ud,1.0,1.0
efbkvtt,0.0,0.0
edddev0,0.0,0.0
ee7wq9f,1.0,0.0
edouv2b,1.5849625,0.0
edgj0t6,2.0,0.8112781
efavv2e,2.0,0.8112781
ee72ovk,2.0,1.5
edfgr9s,0.0,0.0
ed3wlxw,1.5849625,0.9182958
ee4xahj,1.0,1.0
eebixrl,1.0,1.0
eex0fcv,2.0,1.0
ee9xk8z,2.8073549,0.8631206
edszd1h,2.0,1.5
eetiy95,0.0,0.0
edfyke9,1.0,1.0
edmw3r3,2.0,1.5
ee70gzh,2.5849625,1.2516292
edrrxql,0.0,0.0
edh1dqx,1.5849625,0.0
edjzy4a,2.0,0.8112781
edxcyh4,2.0,1.0
ee1ijig,0.0,0.0
ef01ljc,1.5849625,0.0
edv9tyb,1.0,0.0
ed22yca,0.0,0.0
ed1h28t,2.5849625,0.0
ef2bgll,1.5849625,0.0
eedpi5y,1.0,0.0
edhh5yt,1.0,0.0
ee0x1jv,1.0,0.0
eebwhv4,0.0,0.0
eep57tu,0.0,0.0
eet21sy,1.5849625,0.9182958
edb42k1,2.0,0.8112781
ef06b43,1.5849625,0.9182958
edi1lgx,0.0,0.0
ef4k2t4,1.5849625,0.0
ee1wnx4,1.0,0.0
edm9hfy,1.5849625,0.9182958
efbbwef,2.0,1.5
edw8hqw,1.0,1.0
ee5hni5,1.0,0.0
ed50t4t,0.0,0.0
eez0kej,2.0,0.0
ef4dalr,1.0,0.0
ed8ln9u,1.5849625,0.9182958
eeq2udw,2.0,0.0
ed6u168,0.0,0.0
ef0abcc,0.0,0.0
ed9q5mz,1.5849625,0.0
ef9itcb,0.0,0.0
eezlpdu,2.0,0.0
ednjbqh,1.0,0.0
eegwii3,1.5849625,0.0
edvjf51,1.0,0.0
eekieck,0.0,0.0
edsrbvl,2.0,0.0
eer9s5f,1.0,0.0
eduag3k,0.0,0.0
eebse1w,2.0,0.8112781
edxwb82,2.8073549,1.3787835
ed1708r,1.0,0.0
ed9w4zx,1.5849625,0.9182958
eevw3o8,1.5849625,0.0
ed5r7je,2.0,0.8112781
efh341y,0.0,0.0
efgdsgw,0.0,0.0
ed5ptg5,0.0,0.0
ee5l824,2.0,0.0
ee8dzal,0.0,0.0
eei2xkk,2.0,1.5
ee5h3zn,2.0,0.0
eef92u4,0.0,0.0
edhoyxc,0.0,0.0
ed1naf8,2.0,0.0
edqr2i2,0.0,0.0
ef3mnfz,1.0,0.0
eezr7su,0.0,0.0
eeajoly,0.0,0.0
edc43fv,0.0,0.0
eehz01l,1.5849625,1.5849625
ef60cbz,2.0,1.0
eew9w0d,1.5849625,0.9182958
edwneja,1.0,0.0
ee45spm,2.3219281,0.7219281
eeu5haj,2.0,1.5
edthhsz,0.0,0.0
ee9nrmn,2.3219281,0.0
edlchg4,1.5849625,0.9182958
eeptvx8,0.0,0.0
edo0li8,0.0,0.0
edne5tc,0.0,0.0
ee15az7,1.5849625,0.9182958
efh9qa9,0.0,0.0
ee6r3z3,1.5849625,0.9182958
eezfpko,0.0,0.0
edqzmhj,1.5849625,1.5849625
ef7gig7,0.0,0.0
eegmdjg,1.0,1.0
ed2ryb4,1.5849625,0.0
ed2njpr,0.0,0.0
efddiez,1.5849625,0.0
ednotxo,2.3219281,1.5219281
ee4idrf,1.5849625,0.0
eep5qpp,0.0,0.0
edp0jqn,2.3219281,0.0
efafhvw,0.0,0.0
ee3hzj6,0.0,0.0
ed2fxg9,2.0,0.8112781
ee0lh5i,2.0,0.8112781
ef86bnr,1.5849625,0.0
eeand35,1.5849625,0.0
eec9j8l,1.0,1.0
ed755r1,1.5849625,1.5849625
eepwvdp,2.5849625,1.4591479
ee56bbx,1.5849625,0.0
eeerg5v,0.0,0.0
edw26da,2.0,1.5
edd55xz,0.0,0.0
edpy3r8,2.0,0.8112781
ee8otcl,2.3219281,0.9709506
eem94tm,2.0,0.8112781
edtleuc,2.5849625,0.6500224
eek1bh8,2.3219281,0.0
eesnvpa,0.0,0.0
edz21ea,1.5849625,0.9182958
edmpjmr,0.0,0.0
ee6s854,1.5849625,0.0
eeih6c2,1.5849625,0.0
ef3fbc2,1.0,0.0
ee3lhvm,2.0,0.8112781
eely0le,2.0,0.8112781
eez20qy,0.0,0.0
ee7zjtx,1.5849625,0.9182958
ee686iq,1.5849625,0.9182958
eemq402,1.0,1.0
edzr8jl,2.0,1.5
eewh21g,1.0,1.0
eecmurk,1.5849625,1.5849625
edwlgq2,2.5849625,0.0
eedv2zh,1.0,1.0
editi3d,1.5849625,1.5849625
ed0ug1s,0.0,0.0
ee2z8rf,2.3219281,0.0
eeiqkgc,1.5849625,0.9182958
eefiew6,2.0,0.8112781
ed1l7p6,2.0,1.0
eebhgf5,2.0,0.8112781
eewz01k,0.0,0.0
efbxv1j,1.5849625,0.0
edkxarr,2.0,0.8112781
edne3k5,1.5849625,0.9182958
edbyhs3,1.0,0.0
ed47fl3,0.0,0.0
edulxs7,2.0,0.8112781
eemgws4,1.0,0.0
edq2byf,2.0,0.0
eei3gzi,2.0,0.8112781
ef9r0a8,1.5849625,1.5849625
ef6wqrp,1.5849625,1.5849625
efa32p3,2.0,1.5
ee5m9k2,1.5849625,0.0
ed50ig3,2.5849625,1.4591479
edrndlx,0.0,0.0
efbkceg,1.0,1.0
ednoilw,1.0,1.0
efaiat1,2.0,1.0
ed9z7qm,1.0,0.0
edw27dy,0.0,0.0
ee1456h,1.5849625,0.0
eeok1ct,1.0,0.0
ef1mu0f,2.0,1.0
ee2yx5j,0.0,0.0
ee8mbng,2.0,0.8112781
eezvp0w,1.0,1.0
efhaitr,2.5849625,1.4591479
eeziafe,1.5849625,0.9182958
edy89eu,1.0,0.0
ee3jc0f,1.5849625,0.9182958
efemh76,2.5849625,1.4591479
eeo7r7a,1.5849625,0.0
ed6a1cw,0.0,0.0
edzut69,0.0,0.0
eerdvb6,1.0,1.0
efay99k,2.3219281,1.5219281
ed7sr2q,1.5849625,0.9182958
edctrnk,2.0,1.5
ef7l8y6,1.5849625,0.9182958
edm8w24,1.0,1.0
eea38en,0.0,0.0
ed789j9,2.0,0.8112781
edq5qhn,1.0,1.0
edqdbf4,1.0,0.0
ef9sfyf,1.5849625,0.9182958
eepyvca,0.0,0.0
ee8sroz,0.0,0.0
ed026un,0.0,0.0
eema52j,1.5849625,0.9182958
efh5vkf,1.0,0.0
edezugn,0.0,0.0
edrfmfl,0.0,0.0
ee3v5ip,1.0,0.0
edfqijd,0.0,0.0
een6jto,1.0,0.0
effgmrh,0.0,0.0
edetlmt,1.5849625,0.9182958
eexp3yy,0.0,0.0
ee8nppc,1.5849625,0.0
efbqv3o,0.0,0.0
edrdw3q,1.5849625,0.9182958
ef6jxyy,2.3219281,1.5219281
edbukcg,2.0,0.0
eewiqv8,2.0,0.8112781
efftno8,0.0,0.0
ed5vqej,0.0,0.0
ee74zuj,1.0,0.0
efgp3ha,0.0,0.0
edo5qv1,2.5849625,0.6500224
ee23g5i,1.0,0.0
ees0whg,0.0,0.0
edqygnn,1.0,1.0
edxtq57,1.0,1.0
ef9zo4o,1.0,1.0
ef6ev6n,0.0,0.0
ed8jdo1,0.0,0.0
eendd7p,1.0,0.0
efc2t5t,1.0,0.0
eetx3g8,1.0,0.0
edauwr3,1.0,0.0
eehjf12,1.0,0.0
ee1gza5,2.8073549,1.3787835
edh1pu0,2.0,1.0
ef2zhe7,2.0,0.0
ed8nl14,2.0,0.8112781
ef8q560,0.0,0.0
eepgwg3,1.5849625,0.9182958
edg3iuw,1.0,1.0
eeigo6r,2.3219281,1.5219281
eercjmw,2.0,1.0
edgrpuf,0.0,0.0
ee6tkkl,2.3219281,1.3709506
eero9h7,1.0,1.0
eeeta4b,1.5849625,0.9182958
efg0tq1,2.5849625,0.6500224
edxzu1r,1.5849625,0.9182958
eely1w4,2.0,1.5
eda2f31,0.0,0.0
eero0g4,1.5849625,0.9182958
eep9ir9,2.8073549,1.5566567
edyfs82,1.0,0.0
eefvc1d,1.5849625,0.9182958
ee4fpgc,2.3219281,1.3709506
edmc9wf,1.5849625,0.0
eds7tyd,1.0,0.0
edkd8g8,1.5849625,0.0
ed9h8dw,1.5849625,0.9182958
eerwnf8,0.0,0.0
edbha86,1.0,1.0
ef0bsxt,1.5849625,0.9182958
efgaso4,0.0,0.0
eefo81n,1.5849625,0.0
effbrf8,0.0,0.0
eey1f41,1.0,1.0
eehi5of,1.0,1.0
eeif2r3,2.3219281,1.5219281
edcw34b,2.0,1.5
ed65irv,1.5849625,0.0
eem22bi,1.0,1.0
edez7b0,0.0,0.0
ed0swqf,1.0,1.0
eeobade,1.0,0.0
eeiizmr,1.5849625,0.0
efb3t32,1.0,0.0
ef8sgfz,2.3219281,0.0
ee7j34k,1.0,0.0
edzwsvy,1.0,0.0
ee7irj3,1.5849625,0.9182958
edzl3ki,2.0,1.0
edxn9h8,1.0,0.0
eew120p,2.3219281,0.9709506
ee52tcc,0.0,0.0
eeqtryx,1.0,0.0
edmbwve,0.0,0.0
edk510s,1.0,0.0
eevnm9m,2.3219281,0.9709506
ed6x0wn,1.0,0.0
ed7wpku,1.5849625,0.9182958
ed8oey5,2.0,1.0
eczc1l2,1.5849625,1.5849625
ee8rrrn,1.5849625,1.5849625
eerce9d,2.0,1.0
ed4b598,1.5849625,0.0
ed6vmyb,0.0,0.0
ee6e9u9,1.5849625,1.5849625
edg7u9q,1.0,1.0
ee83d4j,0.0,0.0
ef9iypc,1.5849625,0.9182958
ed7a94a,1.0,0.0
eemc9ow,0.0,0.0
efepgys,0.0,0.0
efgysee,1.5849625,0.9182958
eeqw16o,0.0,0.0
eermbj0,1.5849625,0.9182958
edwm69j,1.5849625,0.0
efbwehi,0.0,0.0
ed1ngvl,2.0,0.8112781
ee6pya0,2.3219281,0.0
ee48cni,1.5849625,0.9182958
eeo928e,1.0,0.0
ed57i6l,0.0,0.0
eeo42tb,1.5849625,0.9182958
ed9wmic,1.5849625,0.0
ef42a2m,0.0,0.0
eevwf4z,0.0,0.0
eenqnxc,1.5849625,0.9182958
efe143t,1.0,0.0
ed19k48,1.5849625,0.0
efe1coq,0.0,0.0
ed7z8t7,2.3219281,0.7219281
eeq0q7q,2.0,1.5
edswtev,1.0,1.0
eeahkw3,1.0,0.0
ee5kfth,2.3219281,1.3709506
ee4e5y6,1.0,0.0
ee4nyhn,1.0,0.0
edcmnk3,1.5849625,0.0
edhr160,1.5849625,0.9182958
ed9nm30,1.5849625,0.9182958
eenz3h9,0.0,0.0
edfpp7p,1.0,0.0
eda6bdg,1.0,1.0
ee5b5e3,1.0,0.0
ee8315d,0.0,0.0
ef9l72p,1.0,1.0
efe71is,1.5849625,0.9182958
eeiykcz,1.5849625,0.0
edkoii9,2.8073549,0.9852281
ee4dyfv,1.5849625,0.9182958
eczzkhk,1.0,0.0
edk1945,1.5849625,0.0
eeayz78,1.5849625,0.0
efa77zc,1.5849625,0.0
eelbkiu,1.5849625,0.9182958
eectplm,1.0,0.0
efaa6n8,1.0,1.0
ed9upp9,1.0,1.0
eeqnect,0.0,0.0
efdkyh3,1.5849625,0.9182958
eefoxs7,2.0,0.8112781
ee1thv0,2.0,1.5
edi1qc1,1.0,1.0
ed3ptc8,1.0,0.0
ed9zszu,2.5849625,0.9182958
ef1np3w,1.0,0.0
efbzmof,0.0,0.0
edrexse,1.5849625,0.0
eeuw9cv,1.0,0.0
ef8jx5f,2.0,1.5
eduopu4,1.0,0.0
