comment_id,annotator_disagreement_score
edf48c4,0.07407407407407407
ee5a1h5,0.14814814814814814
edz6of7,0.1111111111111111
efewou8,0.18518518518518517
eczta2u,0.07407407407407407
ef9c6cj,0.037037037037037035
efcx17l,0.07407407407407407
eeydz3t,0.14814814814814814
eesf28l,0.037037037037037035
eec69r6,0.07407407407407407
efh96im,0.07407407407407407
ed8llym,0.07407407407407407
ee5qu16,0.14814814814814814
eeliqq8,0.07407407407407407
ee6yjv1,0.1111111111111111
ef8t8wr,0.1111111111111111
ef1dtv6,0.18518518518518517
ee9rlt1,0.14814814814814814
edv976f,0.07407407407407407
eecb1uv,0.037037037037037035
ed0rtl7,0.1111111111111111
eea1w8n,0.2222222222222222
edht70z,0.0
eef3ux3,0.18518518518518517
eeeybmj,0.14814814814814814
edxcgm3,0.2222222222222222
edynsyn,0.2222222222222222
ee5ds4v,0.1111111111111111
eelzrkz,0.1111111111111111
edhwfdv,0.0
edj2cb2,0.07407407407407407
eczszn6,0.07407407407407407
ef3yb26,0.037037037037037035
eersdlb,0.14814814814814814
ed1gcdu,0.07407407407407407
edj4jw9,0.037037037037037035
efgk1mp,0.0
eehqoet,0.1111111111111111
eebtsbi,0.07407407407407407
edb6avi,0.037037037037037035
ef75ws9,0.2222222222222222
eekqlwr,0.1111111111111111
eeuv3cd,0.0
eeo9f6b,0.0
eeagckg,0.2222222222222222
ed3313o,0.037037037037037035
eeva9rn,0.037037037037037035
edwk47h,0.1111111111111111
edpnqu4,0.18518518518518517
ed8r9yv,0.1111111111111111
ee4aflu,0.1111111111111111
eebwquw,0.1111111111111111
eea5xiz,0.1111111111111111
eejnget,0.1111111111111111
eesorwj,0.18518518518518517
edmjgg5,0.14814814814814814
eeaxc4w,0.07407407407407407
edbykpq,0.0
efbypfh,0.037037037037037035
ed45492,0.25925925925925924
ef2o1l8,0.1111111111111111
eeqpwv9,0.037037037037037035
edifx4r,0.14814814814814814
eera05j,0.1111111111111111
eenrppf,0.07407407407407407
eepegej,0.18518518518518517
ediu2ym,0.1111111111111111
edf27jk,0.037037037037037035
ed9lig7,0.1111111111111111
edih1gx,0.07407407407407407
eczcp10,0.07407407407407407
ee3mwsw,0.1111111111111111
eer8fgx,0.1111111111111111
edt6qui,0.18518518518518517
eewi8c7,0.1111111111111111
eegtfd2,0.14814814814814814
eejhrgj,0.1111111111111111
ee0pmca,0.1111111111111111
edf6vv8,0.2222222222222222
edxlpfv,0.07407407407407407
eeq5ua3,0.037037037037037035
ee3mhgt,0.1111111111111111
eezcze2,0.1111111111111111
eellsi5,0.14814814814814814
ee1fs1t,0.037037037037037035
ef4l2lt,0.0
eei8tja,0.14814814814814814
eczlj0o,0.037037037037037035
ee8zjas,0.1111111111111111
ee214c3,0.037037037037037035
efbntjz,0.1111111111111111
ed2beg2,0.037037037037037035
ed196k4,0.037037037037037035
ef2ff1q,0.14814814814814814
ed6h9fn,0.14814814814814814
edv9n6r,0.07407407407407407
efg78kw,0.037037037037037035
eeold3z,0.1111111111111111
eerk74f,0.14814814814814814
eeel1cj,0.037037037037037035
edcunta,0.1111111111111111
ef2n7yk,0.1111111111111111
eda6nep,0.037037037037037035
eew95u1,0.07407407407407407
ed9czph,0.037037037037037035
eexk5l0,0.14814814814814814
ee2v09b,0.14814814814814814
eeddf0d,0.037037037037037035
ed5sdlc,0.14814814814814814
eerrvod,0.18518518518518517
eeosnxn,0.0
ed0rtw0,0.14814814814814814
edhy1n1,0.07407407407407407
eet0p4e,0.1111111111111111
ee1solu,0.14814814814814814
efc3xel,0.0
ee9jvqf,0.037037037037037035
efbrj0x,0.14814814814814814
ee5d6je,0.1111111111111111
ee4elj0,0.14814814814814814
eer6upl,0.037037037037037035
ed75h49,0.1111111111111111
eejkbxh,0.037037037037037035
ef4o0fy,0.1111111111111111
ef2hthv,0.14814814814814814
edhve9n,0.07407407407407407
edt5o1t,0.0
eez9hk8,0.1111111111111111
eeh4lhf,0.2222222222222222
ed8z0ic,0.0
eczxgji,0.2222222222222222
ed0nyv1,0.037037037037037035
ed7wdhg,0.07407407407407407
ee7mauv,0.037037037037037035
edeg0y6,0.07407407407407407
eczb4bm,0.0
eczf1nt,0.1111111111111111
edgjhs1,0.07407407407407407
eek4jy1,0.1111111111111111
eeqv094,0.037037037037037035
efglpa4,0.1111111111111111
eddalgw,0.037037037037037035
ed6rxsh,0.07407407407407407
ed0iads,0.07407407407407407
ee7fp9o,0.1111111111111111
ef1lxfn,0.14814814814814814
ed4c07a,0.07407407407407407
eexwqqi,0.1111111111111111
efe636j,0.14814814814814814
ee0yntn,0.14814814814814814
eduz4xn,0.14814814814814814
edhltwi,0.1111111111111111
eeglovz,0.037037037037037035
edtu4b5,0.07407407407407407
edwc1rf,0.1111111111111111
eczsxxo,0.2962962962962963
eeq4ybi,0.14814814814814814
edurhni,0.0
edzcqdy,0.0
edt2mxr,0.07407407407407407
ed8nl4u,0.0
edlbpr8,0.037037037037037035
edyu1i9,0.0
eeziah8,0.14814814814814814
edg8gxq,0.07407407407407407
efgyhd6,0.07407407407407407
eem9xm1,0.1111111111111111
edvips3,0.2222222222222222
ed5wo2w,0.0
ed6c8bw,0.07407407407407407
eei7x6y,0.14814814814814814
ee8xq6e,0.037037037037037035
ed3a0gd,0.14814814814814814
ef4tutr,0.07407407407407407
ee5udum,0.07407407407407407
ecze76e,0.037037037037037035
ee59c3i,0.07407407407407407
ee4vk5w,0.0
eenubif,0.07407407407407407
ef38dvr,0.14814814814814814
ee9mvji,0.14814814814814814
eel7x3r,0.037037037037037035
eeck6kr,0.07407407407407407
edzaz6n,0.0
ed03oz9,0.037037037037037035
eelwh6u,0.18518518518518517
ef3qaa6,0.037037037037037035
eetea8m,0.037037037037037035
ee9x46k,0.1111111111111111
ef1gptk,0.07407407407407407
edbf4zs,0.14814814814814814
ef7uihl,0.037037037037037035
eeot4ly,0.1111111111111111
eergvnb,0.2222222222222222
edkqhj1,0.1111111111111111
eeo249z,0.07407407407407407
eeaa7rk,0.14814814814814814
ed07lxm,0.18518518518518517
edhv47l,0.25925925925925924
eendi8n,0.07407407407407407
eeceo2c,0.0
ee2b3be,0.037037037037037035
ef51qyj,0.18518518518518517
ed8g95h,0.1111111111111111
edms5cl,0.037037037037037035
edlzzfe,0.037037037037037035
edxtf6x,0.037037037037037035
edeoj3d,0.1111111111111111
ed0mvkw,0.0
eed93b7,0.037037037037037035
ed4cqc1,0.07407407407407407
efdj8zb,0.037037037037037035
ee6tf52,0.18518518518518517
ed6vvu7,0.1111111111111111
edqgdmh,0.037037037037037035
ed8gsfp,0.037037037037037035
edxaxrl,0.14814814814814814
ee4m1f6,0.037037037037037035
ee7tn66,0.07407407407407407
ee33plg,0.07407407407407407
ee0qnz8,0.0
efh40zw,0.1111111111111111
eedpacw,0.14814814814814814
efe7fba,0.07407407407407407
eddftq9,0.18518518518518517
ees911b,0.14814814814814814
edmexqg,0.037037037037037035
ee4azf9,0.037037037037037035
ef4rk55,0.2222222222222222
edcs679,0.0
eczzrwi,0.037037037037037035
ee91zfs,0.07407407407407407
edaywdd,0.18518518518518517
edkg7kn,0.037037037037037035
eeqc1fu,0.07407407407407407
efd9ugz,0.1111111111111111
edwwszh,0.0
edfuiql,0.037037037037037035
efefr7x,0.07407407407407407
ef730h7,0.07407407407407407
eeu99dv,0.25925925925925924
ef3j8ia,0.07407407407407407
ee24adv,0.07407407407407407
eegwepn,0.18518518518518517
eeuwy5n,0.07407407407407407
ed84g7s,0.18518518518518517
edzg6oo,0.0
efdea7z,0.14814814814814814
eeattdm,0.18518518518518517
edjxc3w,0.1111111111111111
ef1899w,0.1111111111111111
ed6cqtx,0.0
ee04857,0.037037037037037035
eeuc442,0.037037037037037035
edsiv1p,0.07407407407407407
eett1oi,0.07407407407407407
eep4iea,0.037037037037037035
ee6wqja,0.1111111111111111
eejj4dy,0.07407407407407407
eesivh4,0.0
ee8qrng,0.037037037037037035
edhqxmi,0.037037037037037035
edcc66r,0.07407407407407407
eecox2y,0.07407407407407407
ed06qes,0.037037037037037035
ee2jdvt,0.1111111111111111
ee71ta7,0.14814814814814814
ee5j0p2,0.037037037037037035
eeeb9b2,0.0
ee57vfv,0.037037037037037035
eet8ikg,0.2222222222222222
ee2f9n1,0.18518518518518517
eefbqhc,0.18518518518518517
eddje9v,0.1111111111111111
edk0ssq,0.07407407407407407
eezsr2a,0.1111111111111111
ed1m8zx,0.07407407407407407
ef49jle,0.1111111111111111
efd6kvm,0.07407407407407407
ef5nthr,0.2222222222222222
ed6yi34,0.18518518518518517
ediec9l,0.037037037037037035
edmqavj,0.037037037037037035
ef6hgjx,0.0
edihxno,0.037037037037037035
eeoi9xd,0.07407407407407407
ef479ft,0.2222222222222222
ee0e1o9,0.0
ee986fi,0.037037037037037035
ed2eddu,0.07407407407407407
efbi796,0.14814814814814814
efch0gc,0.1111111111111111
eer3euv,0.07407407407407407
eecoemf,0.0
ednz0he,0.1111111111111111
eeegpwc,0.1111111111111111
eesdilk,0.14814814814814814
edx0crh,0.14814814814814814
ee81x6o,0.037037037037037035
ee3ww0y,0.14814814814814814
ee1oxl5,0.14814814814814814
ef6a9xj,0.07407407407407407
eelsd77,0.037037037037037035
edax3au,0.1111111111111111
eey42p5,0.1111111111111111
ed84vje,0.037037037037037035
ed8ra07,0.18518518518518517
edtbxn7,0.1111111111111111
edx4pft,0.0
edhqt1j,0.14814814814814814
eeqgth6,0.07407407407407407
efagv9k,0.25925925925925924
ee4ypig,0.07407407407407407
edy00z8,0.037037037037037035
ee7qu3j,0.037037037037037035
edcvq7k,0.1111111111111111
eczxy40,0.037037037037037035
eenppv8,0.07407407407407407
edezzy4,0.0
edu0ob0,0.07407407407407407
ee6fvk3,0.18518518518518517
edha3ny,0.1111111111111111
edpzsek,0.07407407407407407
edyc9jk,0.07407407407407407
eerkmzi,0.037037037037037035
effvz87,0.037037037037037035
edzstm7,0.07407407407407407
ees2gej,0.0
eezim5y,0.037037037037037035
eezbune,0.0
eeijt1c,0.07407407407407407
ef6gsc6,0.07407407407407407
eecqvpr,0.0
efcml3z,0.1111111111111111
ed7x62x,0.037037037037037035
ef5k98z,0.18518518518518517
eertxfj,0.0
eeblutm,0.07407407407407407
eehv1ud,0.07407407407407407
efbkvtt,0.037037037037037035
edddev0,0.037037037037037035
ee7wq9f,0.07407407407407407
edouv2b,0.1111111111111111
edgj0t6,0.14814814814814814
efavv2e,0.14814814814814814
ee72ovk,0.14814814814814814
edfgr9s,0.037037037037037035
ed3wlxw,0.1111111111111111
ee4xahj,0.037037037037037035
eebixrl,0.07407407407407407
eex0fcv,0.14814814814814814
ee9xk8z,0.25925925925925924
edszd1h,0.14814814814814814
eetiy95,0.037037037037037035
edfyke9,0.07407407407407407
edmw3r3,0.14814814814814814
ee70gzh,0.2222222222222222
edrrxql,0.037037037037037035
edh1dqx,0.07407407407407407
edjzy4a,0.14814814814814814
edxcyh4,0.14814814814814814
ee1ijig,0.037037037037037035
ef01ljc,0.1111111111111111
edv9tyb,0.07407407407407407
ed22yca,0.037037037037037035
ed1h28t,0.2222222222222222
ef2bgll,0.1111111111111111
eedpi5y,0.07407407407407407
edhh5yt,0.07407407407407407
ee0x1jv,0.037037037037037035
eebwhv4,0.037037037037037035
eep57tu,0.0
eet21sy,0.1111111111111111
edb42k1,0.14814814814814814
ef06b43,0.1111111111111111
edi1lgx,0.037037037037037035
ef4k2t4,0.1111111111111111
ee1wnx4,0.037037037037037035
edm9hfy,0.1111111111111111
efbbwef,0.14814814814814814
edw8hqw,0.037037037037037035
ee5hni5,0.07407407407407407
ed50t4t,0.037037037037037035
eez0kej,0.14814814814814814
ef4dalr,0.07407407407407407
ed8ln9u,0.1111111111111111
eeq2udw,0.14814814814814814
ed6u168,0.0
ef0abcc,0.0
ed9q5mz,0.1111111111111111
ef9itcb,0.0
eezlpdu,0.14814814814814814
ednjbqh,0.07407407407407407
eegwii3,0.1111111111111111
edvjf51,0.07407407407407407
eekieck,0.037037037037037035
edsrbvl,0.14814814814814814
eer9s5f,0.07407407407407407
eduag3k,0.0
eebse1w,0.14814814814814814
edxwb82,0.25925925925925924
ed1708r,0.07407407407407407
ed9w4zx,0.1111111111111111
eevw3o8,0.1111111111111111
ed5r7je,0.14814814814814814
efh341y,0.0
efgdsgw,0.037037037037037035
ed5ptg5,0.037037037037037035
ee5l824,0.14814814814814814
ee8dzal,0.0
eei2xkk,0.14814814814814814
ee5h3zn,0.14814814814814814
eef92u4,0.037037037037037035
edhoyxc,0.037037037037037035
ed1naf8,0.14814814814814814
edqr2i2,0.037037037037037035
ef3mnfz,0.07407407407407407
eezr7su,0.037037037037037035
eeajoly,0.0
edc43fv,0.0
eehz01l,0.1111111111111111
ef60cbz,0.14814814814814814
eew9w0d,0.1111111111111111
edwneja,0.037037037037037035
ee45spm,0.18518518518518517
eeu5haj,0.14814814814814814
edthhsz,0.0
ee9nrmn,0.18518518518518517
edlchg4,0.1111111111111111
eeptvx8,0.037037037037037035
edo0li8,0.037037037037037035
edne5tc,0.037037037037037035
ee15az7,0.1111111111111111
efh9qa9,0.0
ee6r3z3,0.1111111111111111
eezfpko,0.037037037037037035
edqzmhj,0.1111111111111111
ef7gig7,0.037037037037037035
eegmdjg,0.07407407407407407
ed2ryb4,0.1111111111111111
ed2njpr,0.0
efddiez,0.07407407407407407
ednotxo,0.18518518518518517
ee4idrf,0.1111111111111111
eep5qpp,0.037037037037037035
edp0jqn,0.18518518518518517
efafhvw,0.0
ee3hzj6,0.037037037037037035
ed2fxg9,0.14814814814814814
ee0lh5i,0.14814814814814814
ef86bnr,0.07407407407407407
eeand35,0.1111111111111111
eec9j8l,0.07407407407407407
ed755r1,0.1111111111111111
eepwvdp,0.2222222222222222
ee56bbx,0.1111111111111111
eeerg5v,0.037037037037037035
edw26da,0.14814814814814814
edd55xz,0.0
edpy3r8,0.14814814814814814
ee8otcl,0.18518518518518517
eem94tm,0.14814814814814814
edtleuc,0.2222222222222222
eek1bh8,0.18518518518518517
eesnvpa,0.037037037037037035
edz21ea,0.07407407407407407
edmpjmr,0.0
ee6s854,0.1111111111111111
eeih6c2,0.1111111111111111
ef3fbc2,0.07407407407407407
ee3lhvm,0.14814814814814814
eely0le,0.14814814814814814
eez20qy,0.037037037037037035
ee7zjtx,0.1111111111111111
ee686iq,0.1111111111111111
eemq402,0.07407407407407407
edzr8jl,0.14814814814814814
eewh21g,0.07407407407407407
eecmurk,0.1111111111111111
edwlgq2,0.2222222222222222
eedv2zh,0.037037037037037035
editi3d,0.1111111111111111
ed0ug1s,0.037037037037037035
ee2z8rf,0.18518518518518517
eeiqkgc,0.1111111111111111
eefiew6,0.14814814814814814
ed1l7p6,0.14814814814814814
eebhgf5,0.14814814814814814
eewz01k,0.037037037037037035
efbxv1j,0.1111111111111111
edkxarr,0.14814814814814814
edne3k5,0.1111111111111111
edbyhs3,0.037037037037037035
ed47fl3,0.0
edulxs7,0.14814814814814814
eemgws4,0.07407407407407407
edq2byf,0.14814814814814814
eei3gzi,0.14814814814814814
ef9r0a8,0.1111111111111111
ef6wqrp,0.1111111111111111
efa32p3,0.14814814814814814
ee5m9k2,0.07407407407407407
ed50ig3,0.2222222222222222
edrndlx,0.0
efbkceg,0.07407407407407407
ednoilw,0.037037037037037035
efaiat1,0.14814814814814814
ed9z7qm,0.07407407407407407
edw27dy,0.037037037037037035
ee1456h,0.1111111111111111
eeok1ct,0.07407407407407407
ef1mu0f,0.14814814814814814
ee2yx5j,0.037037037037037035
ee8mbng,0.1111111111111111
eezvp0w,0.07407407407407407
efhaitr,0.2222222222222222
eeziafe,0.1111111111111111
edy89eu,0.07407407407407407
ee3jc0f,0.1111111111111111
efemh76,0.2222222222222222
eeo7r7a,0.1111111111111111
ed6a1cw,0.0
edzut69,0.0
eerdvb6,0.07407407407407407
efay99k,0.18518518518518517
ed7sr2q,0.1111111111111111
edctrnk,0.14814814814814814
ef7l8y6,0.1111111111111111
edm8w24,0.07407407407407407
eea38en,0.0
ed789j9,0.14814814814814814
edq5qhn,0.07407407407407407
edqdbf4,0.07407407407407407
ef9sfyf,0.1111111111111111
eepyvca,0.0
ee8sroz,0.037037037037037035
ed026un,0.037037037037037035
eema52j,0.1111111111111111
efh5vkf,0.07407407407407407
edezugn,0.037037037037037035
edrfmfl,0.0
ee3v5ip,0.07407407407407407
edfqijd,0.037037037037037035
een6jto,0.07407407407407407
effgmrh,0.037037037037037035
edetlmt,0.1111111111111111
eexp3yy,0.0
ee8nppc,0.1111111111111111
efbqv3o,0.037037037037037035
edrdw3q,0.1111111111111111
ef6jxyy,0.18518518518518517
edbukcg,0.14814814814814814
eewiqv8,0.14814814814814814
efftno8,0.0
ed5vqej,0.037037037037037035
ee74zuj,0.07407407407407407
efgp3ha,0.037037037037037035
edo5qv1,0.2222222222222222
ee23g5i,0.07407407407407407
ees0whg,0.037037037037037035
edqygnn,0.07407407407407407
edxtq57,0.07407407407407407
ef9zo4o,0.07407407407407407
ef6ev6n,0.037037037037037035
ed8jdo1,0.037037037037037035
eendd7p,0.07407407407407407
efc2t5t,0.07407407407407407
eetx3g8,0.07407407407407407
edauwr3,0.07407407407407407
eehjf12,0.07407407407407407
ee1gza5,0.25925925925925924
edh1pu0,0.14814814814814814
ef2zhe7,0.14814814814814814
ed8nl14,0.14814814814814814
ef8q560,0.037037037037037035
eepgwg3,0.1111111111111111
edg3iuw,0.037037037037037035
eeigo6r,0.18518518518518517
eercjmw,0.14814814814814814
edgrpuf,0.037037037037037035
ee6tkkl,0.18518518518518517
eero9h7,0.07407407407407407
eeeta4b,0.1111111111111111
efg0tq1,0.2222222222222222
edxzu1r,0.1111111111111111
eely1w4,0.14814814814814814
eda2f31,0.037037037037037035
eero0g4,0.1111111111111111
eep9ir9,0.25925925925925924
edyfs82,0.037037037037037035
eefvc1d,0.1111111111111111
ee4fpgc,0.18518518518518517
edmc9wf,0.1111111111111111
eds7tyd,0.07407407407407407
edkd8g8,0.1111111111111111
ed9h8dw,0.1111111111111111
eerwnf8,0.037037037037037035
edbha86,0.07407407407407407
ef0bsxt,0.1111111111111111
efgaso4,0.0
eefo81n,0.1111111111111111
effbrf8,0.037037037037037035
eey1f41,0.07407407407407407
eehi5of,0.07407407407407407
eeif2r3,0.18518518518518517
edcw34b,0.14814814814814814
ed65irv,0.1111111111111111
eem22bi,0.07407407407407407
edez7b0,0.0
ed0swqf,0.037037037037037035
eeobade,0.07407407407407407
eeiizmr,0.1111111111111111
efb3t32,0.07407407407407407
ef8sgfz,0.18518518518518517
ee7j34k,0.07407407407407407
edzwsvy,0.07407407407407407
ee7irj3,0.1111111111111111
edzl3ki,0.14814814814814814
edxn9h8,0.07407407407407407
eew120p,0.18518518518518517
ee52tcc,0.037037037037037035
eeqtryx,0.037037037037037035
edmbwve,0.0
edk510s,0.07407407407407407
eevnm9m,0.18518518518518517
ed6x0wn,0.07407407407407407
ed7wpku,0.1111111111111111
ed8oey5,0.14814814814814814
eczc1l2,0.1111111111111111
ee8rrrn,0.1111111111111111
eerce9d,0.14814814814814814
ed4b598,0.1111111111111111
ed6vmyb,0.037037037037037035
ee6e9u9,0.1111111111111111
edg7u9q,0.07407407407407407
ee83d4j,0.0
ef9iypc,0.1111111111111111
ed7a94a,0.07407407407407407
eemc9ow,0.037037037037037035
efepgys,0.0
efgysee,0.1111111111111111
eeqw16o,0.037037037037037035
eermbj0,0.1111111111111111
edwm69j,0.1111111111111111
efbwehi,0.037037037037037035
ed1ngvl,0.14814814814814814
ee6pya0,0.18518518518518517
ee48cni,0.1111111111111111
eeo928e,0.07407407407407407
ed57i6l,0.0
eeo42tb,0.1111111111111111
ed9wmic,0.1111111111111111
ef42a2m,0.037037037037037035
eevwf4z,0.037037037037037035
eenqnxc,0.1111111111111111
efe143t,0.07407407407407407
ed19k48,0.1111111111111111
efe1coq,0.037037037037037035
ed7z8t7,0.18518518518518517
eeq0q7q,0.14814814814814814
edswtev,0.07407407407407407
eeahkw3,0.07407407407407407
ee5kfth,0.18518518518518517
ee4e5y6,0.07407407407407407
ee4nyhn,0.037037037037037035
edcmnk3,0.1111111111111111
edhr160,0.1111111111111111
ed9nm30,0.1111111111111111
eenz3h9,0.0
edfpp7p,0.037037037037037035
eda6bdg,0.07407407407407407
ee5b5e3,0.07407407407407407
ee8315d,0.0
ef9l72p,0.07407407407407407
efe71is,0.1111111111111111
eeiykcz,0.1111111111111111
edkoii9,0.25925925925925924
ee4dyfv,0.1111111111111111
eczzkhk,0.07407407407407407
edk1945,0.1111111111111111
eeayz78,0.1111111111111111
efa77zc,0.1111111111111111
eelbkiu,0.1111111111111111
eectplm,0.07407407407407407
efaa6n8,0.07407407407407407
ed9upp9,0.07407407407407407
eeqnect,0.037037037037037035
efdkyh3,0.1111111111111111
eefoxs7,0.14814814814814814
ee1thv0,0.14814814814814814
edi1qc1,0.07407407407407407
ed3ptc8,0.037037037037037035
ed9zszu,0.2222222222222222
ef1np3w,0.07407407407407407
efbzmof,0.037037037037037035
edrexse,0.1111111111111111
eeuw9cv,0.037037037037037035
ef8jx5f,0.14814814814814814
eduopu4,0.07407407407407407
eemx7ha,0.037037037037037035
ee8lr44,0.18518518518518517
edll0o3,0.037037037037037035
eenwy69,0.14814814814814814
edql0mu,0.14814814814814814
eebie59,0.14814814814814814
ed2geg4,0.037037037037037035
edyy95w,0.07407407407407407
efbzsc2,0.0
eetaq5x,0.2222222222222222
edbsb6a,0.07407407407407407
edw5ip5,0.07407407407407407
ed5hets,0.1111111111111111
edir9j4,0.1111111111111111
eecddc1,0.1111111111111111
eeccgbb,0.14814814814814814
ef2kxws,0.037037037037037035
ee5qmuy,0.037037037037037035
eeq34je,0.1111111111111111
ef1i4nv,0.1111111111111111
ed8q2c5,0.037037037037037035
edfrt0v,0.0
edniz6u,0.18518518518518517
eenbcy1,0.0
edndmoa,0.18518518518518517
eejztor,0.14814814814814814
eebjirw,0.14814814814814814
edcgc7u,0.037037037037037035
efb9xhm,0.0
eebs2c7,0.037037037037037035
eemv9zf,0.037037037037037035
eeuxpj2,0.1111111111111111
ed94522,0.07407407407407407
edmsj1l,0.18518518518518517
eeq3ros,0.037037037037037035
edvujn0,0.14814814814814814
edhn3qq,0.1111111111111111
ee6ufyv,0.037037037037037035
eew7lru,0.14814814814814814
edlv2m5,0.037037037037037035
ef9vv7r,0.037037037037037035
ee0mvk3,0.1111111111111111
efgox59,0.037037037037037035
ed037ou,0.07407407407407407
